"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","comments","FID","new_Lat","new_Lon","notes"
"11","2007-03-15T11:12:54.000+0000","K","Herbarium","K000187866","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Thomas, W.W.",NA,NA,"10950",NA,"Carvalho, A.M.; Thomas, W.W.; Pitanga, G.V.",1995,5,21,"brazil",NA,"ilheus","8.9km SW of Olivença on road to Maruim (off road to Vila Brasil)",-39.03,-14.98,NA,"http://specimens.kew.org/herbarium/K000187866",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.98,-39.03,"original coordinates"
"12","2012-07-05T17:33:43.000+0000","MEL","MEL","MEL 2358856A","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Thomas, W.W.","1997-01-01T00:00:00.000+0000",NA,NA,NA,"Thomas, W.W.",1995,5,21,"brazil",NA,NA,"Municipio Ilheus: 8.9 Km SW of Olivenca on road to Maruim (off road to Vila Brasil).",-39.0392,-14.9936,"Shrub or small tree, 1.5-3 m; leaflets coriaceus, revolute, shiny olive green above; fruit tan.","2e254612-91dd-4ad4-8fe0-9aeb7a96ac4f",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.9936,-39.0392,"original coordinates"
"13",NA,"NY","NY","452260","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","R. T. Pennington",NA,NA,"10192",NA,"W. W. Thomas",1994,1,30,"brazil","bahia",NA,"10 km south of IlhÃ©us (Pontal) on road to OlivenÃ§a, then 3 km west, Fazenda Manquinho",-39.08,-14.92,NA,"f1467562-06a3-40c6-b43d-28826d646ea1",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.92,-39.08,"original coordinates"
"14","2014-07-08T04:56:06.000+0000","JBRJ","RB","RB00168954","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","H.C. de Lima",NA,NA,NA,NA,"A. CARVALHO; J. KALLUNKI",1994,1,30,"brazil","bahia",NA,"ILHEUS, 10 KM SOUTH OF ILHÉUS ( PONTAL) ON ROAD TO OLIVENÇA, THEN 3 KM WEST, FAZENDA MANQUINHO .",-39.083333,-14.916667,"SHRUB TO 2,5m, LEAVES LUSTROUS GREEN ABOVE AND BENEATH. FRUIT SCURFY PALE BROWNOVER GREEN. FRUITS SEPARATE","urn:catalog:JBRJ:RB:168954",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.916667,-39.083333,"original coordinates"
"15",NA,"Universidade Federal do Ceará, UFC","EAC","20466","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Lima, H.C.","2002-12-01T00:00:00.000+0000",NA,"s.n.",NA,"Fernandes, A.",1994,3,25,"brazil","bahia","ilheus","Olivença, .",0,0,"Arbusto.","BRA:UFC:EAC:0000020466",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,3250,-14.766458,-39.190761,"centroide mpo (0)"
"16",NA,"US","Botany","3596810","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima",NA,NA,NA,"586",NA,"J. G. Járdim, R. Pennington & R. Oliveira",1994,8,17,"brazil","bahia",NA,"Município de Ilhéus, Distrito de Olivença, ca. 0,5 Km do Centro, na estrada para Una. Ca. de 50 m ao W da estrada. restinga aberta. Solo arenoso",NA,NA,NA,"http://n2t.net/ark:/65665/3852703a9-5acf-4a3a-9b79-91436c9bc237",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-12.47295682,-12.47295682,"centroide estado"
"17",NA,"NY","NY","452263","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","W. W. Thomas","1997-01-01T00:00:00.000+0000",NA,"592",NA,"J. G. Jardim",1994,11,11,"brazil","bahia",NA,"Ca. 5-6 km. ao W do Ristrito de OlivenÃ§a, na estrada que liga OlivenÃ§a a Vila Brasil",-39.03,-14.78,"This label only gives FlavÃ­a as name of the second collector and no more detail.","7fefa549-12d8-4c09-9104-33ca4f7e001b",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.78,-39.03,"original coordinates"
"18","2007-03-15T11:12:54.000+0000","K","Herbarium","K000187867","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Thomas, W.W.",NA,NA,"592",NA,"Jardim, J.G.",1994,11,11,"brazil",NA,"ilheus","5-6km W do distrito de Olivença, na estrada que liga Olivença a Vila Brasil",-39.03,-14.78,NA,"http://specimens.kew.org/herbarium/K000187867",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.78,-39.03,"original coordinates"
"19",NA,"NY","NY","452259","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","R. T. Pennington",NA,NA,"9726",NA,"W. W. Thomas",1993,2,3,"brazil","bahia",NA,"10 km south of IlhÃ©us airport on road to OlivenÃ§a, then 3 km west",-39.05,-14.98,NA,"80955a18-5fa5-4157-b3a9-7e0d4b82c864",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.98,-39.05,"original coordinates"
"20",NA,"NY","NY","452258","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","R. T. Pennington",NA,NA,"8969",NA,"W. W. Thomas",1992,1,30,"brazil","bahia",NA,"Road from OlivenÃ§a to Maruim, 8.9 km. from OlivenÃ§a. 1.3 km. from junction with road to Serra das Trempes.",-39.05,-15,NA,"1db23eda-8493-4576-861c-b0ed78f3c268",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-15,-39.05,"original coordinates"
"21","2007-03-15T11:12:56.000+0000","K","Herbarium","K000187851","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"233",NA,"Pennington, R.T.; Carvalho, F.A.; Carvalho, A.M.",1991,5,26,"brazil",NA,"una","Km 42 road Olivença-Una, 0.5km down road to Pedras, right side of road",-39.1,-15.17,NA,"http://specimens.kew.org/herbarium/K000187851",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-15.17,-39.1,"original coordinates"
"22","2007-03-15T11:12:55.000+0000","K","Herbarium","K000187859","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"181",NA,"Lewis, G.P.; Pennington, R.T.; Carvalho, A.M.",1991,5,1,"brazil",NA,"ilheus","Km 6 on dirt road from Olivença to Maruim",-39.02,-14.95,NA,"http://specimens.kew.org/herbarium/K000187859",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.95,-39.02,"original coordinates"
"23","2007-03-15T11:12:56.000+0000","K","Herbarium","K000187852","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"184",NA,"Pennington, R.T.",1991,5,7,"brazil",NA,"ilheus","Just south of Olivença",-39.02,-14.95,NA,"http://specimens.kew.org/herbarium/K000187852",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.95,-39.02,"original coordinates"
"24","2014-07-08T04:54:21.000+0000","JBRJ","RB","RB00169080","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","R.D.Ribeiro","2009-06-16T00:00:00.000+0000",NA,"3308",NA,"A.M. de Carvalho",1991,5,30,"brazil","bahia","ilheus","ca 7 km na estrada de Olivença para Vila Brasil.",NA,NA,"arvorezinha com ca 4 m de alt, frutos imaturos verde-ferrugineos","urn:catalog:JBRJ:RB:169080",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,3250,-14.766458,-14.766458,"centroide mpo"
"25","2007-03-15T11:12:55.000+0000","K","Herbarium","K000187856","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"229",NA,"Pennington, R.T.",1991,5,26,"brazil",NA,"ilheus","Just south of Olivença",-39.02,-14.95,NA,"http://specimens.kew.org/herbarium/K000187856",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.95,-39.02,"original coordinates"
"26","2007-03-15T11:11:33.000+0000","K","Herbarium","K000187903","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"3308",NA,"Santos, T.S.; Carvalho, A.M.; Kobayashi, M.",1991,5,30,"brazil",NA,"ilheus","7km na estrada de Olivença para Vila Brasil",NA,NA,NA,"http://specimens.kew.org/herbarium/K000187903",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,NA,NA,"centroide mpo (no state)"
"27","2007-03-15T11:12:56.000+0000","K","Herbarium","K000187855","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"197",NA,"Pennington, R.T.",1991,5,15,"brazil",NA,"ilheus","3km N Olivença road to Pontal, junction on left, about 1km up this track, 200m up slope",-39.02,-14.95,NA,"http://specimens.kew.org/herbarium/K000187855",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.95,-39.02,"original coordinates"
"28","2007-03-15T11:12:56.000+0000","K","Herbarium","K000187853","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"217",NA,"Pennington, R.T.; Carvalho, F.A.; Carvalho, A.M.",1991,5,22,"brazil",NA,"marau","Km 20 road Maraú-Porto de Campinhos, right side road",-39.02,-13.97,NA,"http://specimens.kew.org/herbarium/K000187853",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-13.97,-39.02,"original coordinates"
"29","2007-03-15T11:12:55.000+0000","K","Herbarium","K000187857","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"185",NA,"Pennington, R.T.",1991,5,7,"brazil",NA,"ilheus","Just south of Olivença",-39.02,-14.95,NA,"http://specimens.kew.org/herbarium/K000187857",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.95,-39.02,"original coordinates"
"30","2007-03-15T11:12:55.000+0000","K","Herbarium","K000187858","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"216",NA,"Pennington, R.T.; Carvalho, F.A.; Carvalho, A.M.",1991,5,22,"brazil",NA,"marau","Km 20 on road Maraú-Porto de Campinhos, right side road",-39.02,-13.97,NA,"http://specimens.kew.org/herbarium/K000187858",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-13.97,-39.02,"original coordinates"
"31","2007-03-15T11:12:56.000+0000","K","Herbarium","K000187854","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, R.T.",NA,NA,"232",NA,"Pennington, R.T.; Carvalho, F.A.; Carvalho, A.M.",1991,5,26,"brazil",NA,"una","Km 42 road Olivença-Una, 0.5km down road to Pedras, right side of road",-39.1,-15.17,NA,"http://specimens.kew.org/herbarium/K000187854",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-15.17,-39.1,"original coordinates"
"32",NA,"UFPB","JPB","8122-B","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Lima, HC","2002-12-01T00:00:00.000+0000",NA,"JPB8122-B",NA,"Felix, LP; Santana, ES",1989,4,5,"brazil","paraiba","mamanguape","Reserva Biológica Guaribas, Sema I. Água Fria. [E. Ecológica de Mamanguape].",-35.142056,-6.741861,"Terrestre. Árvore. Sem flores. ; DE","BRA:UFPB:JPB:00008122-B",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,4674,-6.741861,-35.142056,"original coordinates"
"33","2014-07-08T03:39:00.000+0000","JBRJ","RB","RB00420475","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","H.C. de Lima",NA,NA,"302",NA,"S. M. Farias; Bonfim",1989,6,1,"brazil","bahia","porto seguro","Divisa com Fazenda e área da Vale do Rio Doce.",NA,NA,"1 árvore observada 4 m, com nódulos.","urn:catalog:JBRJ:RB:420475",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,2962,-16.625586,-16.625586,"centroide mpo"
"34",NA,"MBM","MBM","147628","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, RT","1991-05-01T00:00:00.000+0000","PARATYPE","2547",NA,"Carvalho, AM; Faria, S",1989,10,9,"brazil","bahia","ilheus","Ca. 9 km na estrada Olivença/ Maruim",0,0,"Arbusto cm ca. 3,0m de altura. Inflorescências imaturas vinoso escuras. Campos e matas de restinga; Arbusto cm ca. 3,0m de altura. Inflorescências imaturas vinoso escuras.; Campos e matas de restinga.","BRA:MBM:MBM:0000147628",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,3250,-14.766458,-39.190761,"centroide mpo (0)"
"35","2007-03-15T11:12:54.000+0000","K","Herbarium","K000187865","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, ex num cit.",NA,NA,"2547",NA,"Carvalho, A.M.; Faria, S.",1989,10,9,"brazil",NA,"ilheus","9km na estrada Olivença-Maruim",NA,NA,NA,"http://specimens.kew.org/herbarium/K000187865",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,NA,NA,"centroide mpo (no state)"
"36","2017-11-19T07:50:30.000+0000","JBRJ","RB","RB00168368","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","H.C.DE LIMA","2005-01-01T00:00:00.000+0000",NA,"50011",NA,"AL GENTRY  ; ELSA ZARDINI",1985,2,10,"brazil","bahia",NA,"SANDY  ,  KM  1O  ,  PONTAL-OLIVENÇA  ROAD  ,  MUN  .  ILÉUS.",-39.033333,-14.833333,"TREE 8M  , FRUITS GREENISH WITH BROWN  LENTIXCELS","urn:catalog:JBRJ:RB:168368",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,-14.833333,-39.033333,"original coordinates"
"37","2007-03-15T11:12:54.000+0000","K","Herbarium","K000187864","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, ex num cit.",NA,NA,"1877",NA,"Mattos Silva, L.A.; Santos, T.S.; Brito, H.S.",1985,3,7,"brazil",NA,"ilheus","Fazenda Guanabara (junto a Fazenda Barra do Manguinho), ramal com entrada no km 10 da rodovia Ilhéus-Olivença, lado direito 4km a Oeste da rodovia",NA,NA,NA,"http://specimens.kew.org/herbarium/K000187864",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,NA,NA,"centroide mpo (no state)"
"38","2014-07-07T22:15:35.000+0000","JBRJ","RB","RB00675005","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","R.D. Ribeiro",NA,NA,"1877",NA,"L.A. Mattos Silva; T.S. dos Santos; H.S. Brito",1985,3,7,"brazil","bahia","ilheus","Fazenda Guanabara (junto à fazenda Barra do Manguinho).Ramal com entrada no KM 10 da rod. Ilhéus/Olivença, lado direito 4 Km a Oeste da rodovia. .",NA,NA,"Arvorezzinha, 3,5m de altura. Frutos imaturos, castanhos.","urn:catalog:JBRJ:RB:675005",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,3250,-14.766458,-14.766458,"centroide mpo"
"39","2017-11-19T08:21:20.000+0000","JBRJ","RB","RB00168403","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","R.T. PENNINGTON","1994-01-01T00:00:00.000+0000",NA,"11102",NA,"G . MARTINELLI;  F. ZULOAGA , J. CARUSO",1985,5,19,"brazil","bahia","ilheus","ESTRADA  OLIVENÇA-MARIUM  ,  ENTRE  OS  KMS  7-10  .  50  MSM.",NA,NA,"PEQUENA ÁRVORE,7M, DAP  9 CM ; FOLHAS CONCOLORES COM NERVURA PRIMÁRIA DA FACE  DORSAL ALVACENTA ; FRUTOS DE COR CASTANHO","urn:catalog:JBRJ:RB:168403",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,3250,-14.766458,-14.766458,"centroide mpo"
"40","2017-10-13T12:16:53.000+0000","JBRJ","RB","RB00117428","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","R.T.Pennington",NA,NA,"20",NA,"M.P.M.Lima; A.M.de Carvalho; G.Martinelli & T.Soderstron",1983,10,14,"brazil","bahia","ilheus","Entre os Kms 5-8 da Estrada Olivença-Maruim.",NA,NA,NA,"urn:catalog:JBRJ:RB:117428",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,3250,-14.766458,-14.766458,"centroide mpo"
"41","2017-11-19T07:50:31.000+0000","JBRJ","RB","RB00168395","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","R.T. PENNINGTON","1994-01-01T00:00:00.000+0000",NA,NA,NA,"L.A. MATTOS; T.S. DOS SANTOS & BRIAN BOOM",1982,2,5,"brazil","minas gerais","ilheus do prata","FAZ.  BARRA  DO  AMNGUINHOS  .  RAMAL  COM  ENTRADA  NO  KM  10  DA  ROD  .  .  3  KM  A  OESTE  DA  ROD  .  .",NA,NA,"ARBUSTO  2,5  -  3,0 M . FRUTOS IMATUROS MARRONS","urn:catalog:JBRJ:RB:168395",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,NA,NA,"centroide mpo"
"42","2007-03-15T11:12:55.000+0000","K","Herbarium","K000187861","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, ex num cit.",NA,NA,"1393",NA,"Mattos Silva, L.A.; Santos, T.S.; Boom, B.",1982,2,5,"brazil",NA,"ilheus","Fazenda Barra do Manguinho, ramal com entrada no km 10 da rodovia Pontal-Olivença, lado direito, 3km a Oeste da rodovia",NA,NA,NA,"http://specimens.kew.org/herbarium/K000187861",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,NA,NA,"centroide mpo (no state)"
"43","2007-03-15T11:12:55.000+0000","K","Herbarium","K000187860","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","Pennington, ex num cit.",NA,NA,"178",NA,"Mattos Silva, L.A.; Santos, T.S.; Carvalho, A.M.",1980,2,26,"brazil",NA,"marau","BR-030, Porto de Campinhos-Maraú, km 11",NA,NA,NA,"http://specimens.kew.org/herbarium/K000187860",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,NA,NA,NA,"centroide mpo (no state)"
"44",NA,"UESC","UESC","128","Andira carvalhoi R.T.Penn. & H.C.Lima","Fabaceae","Andira","carvalhoi","R.T.Penn. & H.C.Lima","J.G.Jardim","1996-01-01T00:00:00.000+0000",NA,"1134",NA,"Mattos-Silva, L.A.",1980,9,29,"brazil","bahia","ilheus",NA,NA,NA,"Arvorezinha, 3 m de altura.; Capoeira bastante estragada por estratores da fibra produzida pela piaçaveira. Solo arenoso.","BRA:UESC:UESC:0000000128",NA,"Andira carvalhoi R.T.Penn. & H.C.Lima",NA,NA,NA,3250,-14.766458,-14.766458,"centroide mpo"
