"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"14","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","183440","Pouteria maxima T.D.Penn.",NA,"Sapotaceae","Pouteria","maxima","T.D.Penn.","Pennington, T.D.",NA,"189",NA,"Mike Hopkins",1995,12,13,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:191532","Pouteria maxima T.D.Penn."
"15","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","175846","Pouteria maxima T.D.Penn.",NA,"Sapotaceae","Pouteria","maxima","T.D.Penn.",NA,NA,"3304.274.2",NA,"Mike Hopkins",1989,9,21,"Brazil","Amazonas",NA,"Distrito Agropecuário, ZF3, Ca 90 km N de Manaus, Distrito Agropecuario da Suframa, Rodovia BR-174, depois 7 km leste na ZF-3, Fazenda Porto Alegre. Reserva nº 3304, Arvore nº 274.",-59,-2.366667,NA,"urn:catalog:inpa:herbarium:183595","Pouteria maxima T.D.Penn."
"16","2/06/17 15:46","INPA","INPA","175846","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Distrito Agropecu��rio, ZF3., Ca 90 km N de Manaus, Distrito Agropecuario da Suframa, Rodovia BR-174, depois 7 km leste na ZF-3, Fazenda Porto Alegre. Reserva n� 3304, Arvore n� 274.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"17","2/06/17 15:46","INPA","INPA","183440","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"18","2/06/17 15:46","INPA","INPA","188949","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"19","2/06/17 15:46","INPA","INPA","188949","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"20","2/06/17 15:46","INPA","INPA","188951","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Igarap̩ do Barro Branco a montante do alojamento.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"21","2/06/17 15:46","INPA","INPA","191023","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"22","2/06/17 15:46","INPA","INPA","232808","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O1, km 0. Solo argiloso.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"23","2/06/17 15:46","INPA","INPA","232957","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O3, km 4.5.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"24","2/06/17 15:46","INPA","INPA","233006","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 0.5. Solo arenoso.",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"25","2/06/17 15:46","INPA","INPA","256575","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Ramos, JF",NA,NA,NA,NA,NA,NA,NA,"Brasil","Par��",NA,"Rio Tapaj�_s - Crepori, Margem direita do Rio Tapaj�_s",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
"26","2/06/17 15:46","INPA","INPA","256824","Pouteria maxima",NA,"Sapotaceae","Pouteria",NA,"T.D.Penn.","Ramos, JF",NA,NA,NA,NA,NA,NA,NA,"Brasil","Par��",NA,"Rio Tapaj�_s - Terra Preta - Penedo, Margem esquerda do Rio Tapaj�_s",NA,NA,NA,NA,"Pouteria maxima T.D.Penn."
